animalid,name,datetime,outcometype,outcomesubtype,animaltype,sex,castration,ageuponoutcome,breed,color
A702571,Ranger,Saturday,Return_to_owner,,Dog,Male,Neutered,1095,Chihuahua Longhair Mix,Black/Brown
A704323,,Sunday,Adoption,,Dog,Female,Spayed,365,Australian Shepherd Mix,Brown
A670491,Elphaba,Saturday,Adoption,,Dog,Female,Spayed,186,Doberman Pinsch Mix,Chocolate/Tan
A701836,,Tuesday,Transfer,Partner,Cat,Unknown,Unknown,6,Domestic Shorthair Mix,Black/White
A696977,Sydney,Saturday,Adoption,,Cat,Female,Spayed,1095,Domestic Shorthair Mix,Tortie
A695488,Zuko,Friday,Euthanasia,Aggressive,Dog,Male,Intact,2190,Pit Bull Mix,Brown Brindle/White
A687422,Harley,Monday,Adoption,,Dog,Male,Neutered,730,Dachshund Mix,Tricolor
A690063,,Monday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,White/Black
A656250,Dorothy,Saturday,Adoption,Foster,Cat,Female,Spayed,217,Domestic Shorthair Mix,Black/White
A682395,,Friday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Orange/White
A704133,Baby Kitty,Wednesday,Transfer,Partner,Cat,Male,Neutered,1825,Domestic Shorthair Mix,Brown Tabby
A718860,Nike,Sunday,Adoption,,Dog,Female,Spayed,365,German Shepherd Mix,Black/Tan
A710769,Danger,Thursday,Return_to_owner,,Dog,Male,Intact,730,Australian Shepherd Mix,White/Brown
A699141,Crema,Tuesday,Adoption,Foster,Cat,Female,Spayed,62,Domestic Shorthair Mix,Cream Tabby/White
A665125,,Monday,Transfer,Partner,Cat,Male,Intact,21,Domestic Medium Hair Mix,Brown Tabby
A655933,Gracie Belle,Sunday,Transfer,Partner,Cat,Female,Spayed,730,Domestic Shorthair Mix,Black
A675807,Oreo,Friday,Return_to_owner,,Dog,Male,Neutered,2190,Cocker Spaniel,Black/White
A698121,,Friday,Transfer,Partner,Dog,Unknown,Unknown,6,Labrador Retriever Mix,Brown
A697184,Tye,Sunday,Adoption,,Dog,Male,Neutered,365,Labrador Retriever Mix,Black/Brown Brindle
A705990,Toby,Tuesday,Transfer,Partner,Cat,Male,Neutered,365,Siamese Mix,Lynx Point
A694192,Chachi,Saturday,Adoption,,Dog,Male,Neutered,365,Yorkshire Terrier/Cairn Terrier,Tan
A695629,,Tuesday,Transfer,SCRP,Cat,Female,Intact,730,Domestic Shorthair Mix,Blue Tabby
A669859,Mack,Wednesday,Euthanasia,Behavior,Dog,Male,Intact,730,Pit Bull Mix,Red/White
A670300,Hank,Wednesday,Return_to_owner,,Cat,Male,Neutered,365,Domestic Shorthair Mix,Brown Tabby
A667557,Scotch,Saturday,Transfer,Partner,Dog,Male,Neutered,2555,Cardigan Welsh Corgi Mix,Tricolor
A693201,,Thursday,Transfer,Partner,Dog,Male,Intact,1095,Rottweiler Mix,Black/Brown
A713732,Pamela,Monday,Return_to_owner,,Dog,Female,Intact,217,German Shepherd Mix,Brown/Black
A694842,,Tuesday,Transfer,Partner,Dog,Female,Intact,14,Border Collie Mix,Tan/White
A696366,,Tuesday,Euthanasia,Suffering,Cat,Male,Intact,1825,Domestic Longhair Mix,Orange Tabby
A701207,,Saturday,Transfer,Partner,Cat,Unknown,Unknown,14,Domestic Shorthair Mix,Orange Tabby
A706889,,Wednesday,Adoption,,Dog,Male,Neutered,62,Labrador Retriever Mix,Black/White
A714264,,Saturday,Adoption,,Dog,Male,Neutered,1095,Chihuahua Shorthair Mix,Black/Tan
A665485,Bratt,Friday,Transfer,Partner,Dog,Male,Neutered,1825,Boston Terrier/Beagle,Brown Brindle/White
A695406,Mikey,Tuesday,Transfer,Partner,Dog,Male,Intact,310,Pit Bull/Australian Cattle Dog,Black/White
A673971,Prim,Wednesday,Adoption,,Dog,Female,Spayed,124,Dachshund/Chihuahua Shorthair,Tan/White
A669835,Lotusblosso,Friday,Adoption,,Cat,Female,Spayed,1460,Domestic Longhair Mix,Blue Tabby/White
A696043,,Friday,Adoption,,Dog,Female,Spayed,279,Yorkshire Terrier Mix,Black/Brown
A588226,Princess,Monday,Transfer,Partner,Cat,Female,Spayed,1825,Domestic Shorthair Mix,Blue Tabby/White
A567704,Barry,Saturday,Adoption,,Dog,Male,Neutered,1460,German Shepherd Mix,Brown/White
A704862,Antonio,Wednesday,Adoption,,Cat,Male,Neutered,62,Domestic Longhair Mix,Black
A685188,Diego,Thursday,Transfer,Partner,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,Fawn
A712946,Tenshi,Monday,Adoption,,Dog,Female,Spayed,2190,Papillon Mix,White/Tricolor
A719793,Cece,Monday,Return_to_owner,,Dog,Female,Spayed,248,Pit Bull Mix,White/Tan
A710817,Cricket,Saturday,Adoption,,Dog,Female,Spayed,4380,Rat Terrier Mix,Tricolor
A673411,Max,Friday,Adoption,,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,White/Red
A670083,Pepper,Tuesday,Adoption,Foster,Dog,Female,Spayed,31,Jack Russell Terrier Mix,Brown/Black
A670398,Alfalfa,Saturday,Adoption,Offsite,Dog,Male,Neutered,310,Chihuahua Shorthair Mix,White/Tan
A682461,,Wednesday,Adoption,,Dog,Female,Spayed,2190,Chihuahua Shorthair Mix,Brown
A661127,Winnie,Sunday,Adoption,,Cat,Female,Spayed,93,Domestic Shorthair Mix,Tortie
A691425,Mimsy,Friday,Adoption,,Dog,Female,Spayed,730,Pointer Mix,White/Black
A684032,Kate,Saturday,Adoption,Foster,Cat,Female,Spayed,62,Domestic Medium Hair Mix,Black
A708420,Riley,Saturday,Adoption,,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,White/Brown
A697746,Gray,Tuesday,Transfer,Partner,Cat,Female,Spayed,365,Domestic Shorthair Mix,Brown Tabby
A669111,,Wednesday,Adoption,,Dog,Male,Neutered,62,Miniature Schnauzer Mix,Buff/White
A710422,Rose,Thursday,Transfer,Partner,Dog,Female,Intact,62,Chihuahua Shorthair Mix,Tan
A705603,Bo,Tuesday,Adoption,,Dog,Female,Spayed,62,Anatol Shepherd Mix,Tan/White
A693849,Fluffs,Saturday,Transfer,Partner,Dog,Male,Neutered,3650,Miniature Poodle Mix,Tan
A520355,Dozer,Monday,Return_to_owner,,Dog,Male,Neutered,2920,Border Collie/Boxer,Black/White
A694300,,Wednesday,Euthanasia,Suffering,Dog,Male,Intact,730,Chow Chow Mix,Brown Brindle
A689937,Leonardo,Saturday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black
A688391,Ginger,Saturday,Return_to_owner,,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,White/Brown
A587085,Petey,Monday,Return_to_owner,,Dog,Male,Neutered,2920,Miniature Schnauzer/Miniature Poodle,White/Gray
A697047,,Saturday,Adoption,,Dog,Female,Spayed,124,Redbone Hound Mix,Red/White
A694329,Jackson,Thursday,Return_to_owner,,Dog,Male,Neutered,730,Catahoula Mix,Black/White
A666870,Bambi,Thursday,Euthanasia,Aggressive,Dog,Female,Spayed,730,Pit Bull Mix,Fawn/White
A688812,Tigger,Sunday,Transfer,Partner,Cat,Male,Intact,31,Domestic Medium Hair Mix,Brown Tabby
A697311,Pluto,Sunday,Adoption,,Dog,Male,Neutered,730,Yorkshire Terrier/Miniature Schnauzer,Gray
A680929,Elsa,Monday,Transfer,Partner,Dog,Female,Spayed,1095,Great Pyrenees Mix,White
A672249,Vaughn,Monday,Transfer,Partner,Dog,Male,Neutered,365,Pit Bull Mix,Fawn/White
A710640,,Wednesday,Transfer,SCRP,Cat,Male,Neutered,1460,Domestic Shorthair Mix,Orange Tabby/White
A690753,Panda,Saturday,Return_to_owner,,Dog,Female,Intact,4745,Border Collie Mix,White/Black
A700832,Sweetie,Tuesday,Return_to_owner,,Dog,Female,Spayed,2190,Miniature Poodle Mix,White
A680174,,Tuesday,Adoption,,Dog,Female,Spayed,93,Manchester Terrier/Australian Kelpie,Tricolor
A679763,,Sunday,Transfer,Partner,Cat,Female,Intact,21,Domestic Shorthair Mix,Silver Tabby
A689397,Doodle,Wednesday,Adoption,Foster,Dog,Female,Spayed,1095,Pit Bull Mix,Blue/White
A671114,Buster G,Saturday,Adoption,,Dog,Male,Neutered,365,Border Collie Mix,Gold/White
A666957,Leroy,Sunday,Adoption,,Dog,Male,Neutered,730,Doberman Pinsch,Black/Tan
A686861,,Thursday,Euthanasia,Suffering,Cat,Female,Spayed,730,Domestic Shorthair Mix,Cream Tabby
A712855,Littig,Tuesday,Adoption,,Dog,Male,Neutered,365,Pointer Mix,White/Black
A661519,Kingsley,Friday,Adoption,,Cat,Male,Neutered,93,Domestic Shorthair Mix,Brown Tabby
A672584,Chato,Sunday,Adoption,,Dog,Male,Neutered,365,Staffordshire Mix,Tan/White
A711359,,Saturday,Transfer,Partner,Cat,Unknown,Unknown,28,Domestic Shorthair Mix,Orange
A667017,,Wednesday,Adoption,,Dog,Female,Spayed,310,Redbone Hound Mix,Red/White
A693412,,Saturday,Adoption,,Dog,Female,Spayed,365,Catahoula Mix,Brown Merle/White
A676818,Rosco,Wednesday,Transfer,Partner,Dog,Male,Intact,3650,Pug,Tan/Black
A716641,Limon,Monday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Cream Tabby
A712713,Jake,Sunday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby
A706010,Maggie,Saturday,Adoption,,Dog,Female,Spayed,2920,Labrador Retriever/Chinese Sharpei,Black/White
A718926,Gunner,Sunday,Return_to_owner,,Dog,Male,Neutered,1460,German Shepherd Mix,Tricolor
A698793,Rocky,Friday,Euthanasia,Aggressive,Dog,Male,Intact,1460,Chow Chow Mix,Gold
A680708,Charlie,Monday,Return_to_owner,,Dog,Male,Neutered,365,Miniature Poodle Mix,White
A712660,Neo,Tuesday,Transfer,Partner,Cat,Male,Neutered,2920,Domestic Shorthair Mix,Black
A681242,,Saturday,Transfer,Partner,Cat,Female,Intact,21,Domestic Shorthair Mix,Calico
A678371,Baxter,Tuesday,Adoption,Foster,Cat,Male,Neutered,93,Domestic Shorthair Mix,Orange Tabby/White
A677944,,Thursday,Euthanasia,Suffering,Cat,Unknown,Unknown,21,Domestic Shorthair Mix,Black
A667456,Sugar Baby,Wednesday,Transfer,Partner,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,Tricolor
A666922,Andy,Sunday,Transfer,Partner,Dog,Male,Neutered,365,Dachshund/Chihuahua Shorthair,Cream
A673221,Timmie,Friday,Adoption,,Dog,Female,Spayed,155,Dachshund Mix,Brown
A714600,James Bond,Sunday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Blue Tabby/White
A666815,Shadow,Sunday,Adoption,,Cat,Male,Neutered,62,Siamese/Domestic Shorthair,Black
A623762,Prince,Saturday,Adoption,,Dog,Male,Neutered,2190,Chihuahua Shorthair Mix,Tricolor
A672014,,Friday,Transfer,Partner,Dog,Male,Intact,730,West Highland/Cairn Terrier,White/Tan
A690841,Chula,Monday,Transfer,Partner,Dog,Female,Intact,186,Pit Bull Mix,White/Tricolor
A675890,,Thursday,Transfer,Partner,Cat,Female,Intact,14,Domestic Shorthair Mix,White
A707306,Lil Bit,Saturday,Return_to_owner,,Dog,Male,Neutered,4380,Bichon Frise,White
A695852,,Wednesday,Return_to_owner,,Dog,Male,Neutered,365,Border Terrier Mix,Tan
A701234,,Saturday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Blue
A665348,,Sunday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair Mix,Torbie
A714620,Jose,Thursday,Return_to_owner,,Dog,Male,Neutered,310,Border Collie Mix,Black
A713528,Marley,Tuesday,Adoption,,Dog,Male,Neutered,1095,Chihuahua Shorthair Mix,Black/White
A697235,Zelda,Thursday,Adoption,,Dog,Female,Spayed,1095,Harrier Mix,Black/Tan
A672003,,Tuesday,Transfer,SCRP,Cat,Female,Intact,730,Domestic Shorthair Mix,Brown Tabby
A711428,Bailey,Friday,Transfer,Partner,Dog,Male,Neutered,730,Labrador Retriever Mix,Red/White
A666628,Elvin,Sunday,Transfer,Partner,Dog,Male,Neutered,730,Labrador Retriever,Black
A662609,Suzy,Sunday,Adoption,,Dog,Female,Spayed,1460,Labrador Retriever Mix,Black
A715282,Jojo,Friday,Return_to_owner,,Dog,Male,Neutered,730,Picardy Sheepdog Mix,Sable
A704113,,Sunday,Transfer,Partner,Cat,Male,Intact,31,Domestic Shorthair Mix,Brown Tabby/White
A675101,Ranger,Thursday,Return_to_owner,,Dog,Male,Neutered,1095,Australian Cattle Dog Mix,White/Black
A697397,,Tuesday,Transfer,SCRP,Cat,Male,Intact,1095,Domestic Shorthair Mix,Blue
A665795,,Wednesday,Euthanasia,Suffering,Cat,Male,Intact,62,Siamese Mix,Cream/Seal Point
A682601,Carlos,Tuesday,Transfer,Partner,Cat,Male,Neutered,730,Domestic Shorthair Mix,White/Gray
A701881,Boots,Sunday,Adoption,,Cat,Male,Neutered,365,Domestic Shorthair Mix,Orange Tabby
A717251,Peanut,Tuesday,Transfer,Partner,Cat,Female,Spayed,365,Domestic Shorthair Mix,Brown Tabby
A716112,Tennyson,Saturday,Adoption,,Cat,Male,Neutered,124,Domestic Medium Hair Mix,Orange Tabby/White
A700943,,Tuesday,Transfer,Partner,Cat,Unknown,Unknown,14,Domestic Shorthair Mix,White/Black
A691391,,Tuesday,Euthanasia,Medical,Cat,Female,Intact,1095,Domestic Shorthair Mix,Black
A682800,,Friday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair Mix,Brown Tabby/White
A684881,Chico,Wednesday,Transfer,Partner,Dog,Male,Neutered,217,Bull Terrier,Brown Brindle
A702285,,Tuesday,Transfer,SCRP,Cat,Unknown,Unknown,124,Domestic Shorthair Mix,Orange Tabby
A682942,,Saturday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Silver Tabby
A699147,Andre,Monday,Transfer,Partner,Cat,Male,Neutered,2190,Domestic Shorthair Mix,Brown Tabby/White
A670444,Kalee,Tuesday,Transfer,Partner,Dog,Female,Intact,1095,Australian Cattle Dog Mix,Brown Merle/White
A713349,,Tuesday,Adoption,,Cat,Female,Spayed,93,Domestic Shorthair Mix,Brown Tabby
A672164,Molly,Friday,Transfer,Partner,Dog,Female,Spayed,730,Yorkshire Terrier Mix,Gray/Tan
A690661,,Monday,Transfer,Partner,Dog,Male,Intact,1825,Chihuahua Shorthair Mix,Black/Tan
A476054,Tula,Saturday,Adoption,,Dog,Female,Spayed,2555,Labrador Retriever Mix,Black/White
A709089,Akiko (Snow),Saturday,Adoption,,Cat,Female,Intact,62,Domestic Shorthair,Blue Tabby/White
A667033,Gabby,Monday,Adoption,Foster,Cat,Female,Spayed,730,Domestic Longhair Mix,Brown Tabby/White
A693126,George,Saturday,Adoption,,Dog,Male,Neutered,365,American Bulldog Mix,White/Brown
A701578,Sabine,Tuesday,Adoption,Foster,Cat,Female,Spayed,62,Domestic Shorthair Mix,Tortie
A679865,Ruger,Tuesday,Return_to_owner,,Dog,Male,Neutered,365,Labrador Retriever Mix,Black
A678057,Luna,Sunday,Euthanasia,Suffering,Dog,Female,Spayed,5475,Australian Shepherd Mix,Brown Merle/White
A692489,,Tuesday,Adoption,,Dog,Female,Spayed,93,Standard Poodle Mix,White
A699752,K.C.,Thursday,Euthanasia,Suffering,Dog,Unknown,Unknown,5110,Labrador Retriever Mix,Black
A667460,Pierre,Monday,Return_to_owner,,Cat,Male,Neutered,155,Domestic Shorthair Mix,White
A686103,Bernie,Thursday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black/White
A666745,,Wednesday,Euthanasia,Suffering,Cat,Male,Intact,365,Domestic Shorthair Mix,Brown Tabby
A692518,,Wednesday,Adoption,,Dog,Female,Spayed,730,Pit Bull Mix,Blue/White
A665993,Elvis,Saturday,Adoption,,Dog,Male,Neutered,217,German Shepherd Mix,Black
A669915,,Friday,Transfer,Partner,Dog,Male,Neutered,4380,Shih Tzu Mix,White/Tan
A717600,Crosby,Friday,Euthanasia,Aggressive,Dog,Male,Intact,365,Catahoula/Australian Cattle Dog,Brown Merle
A681022,Finn,Tuesday,Adoption,,Dog,Male,Neutered,310,Border Collie/Great Pyrenees,Black/White
A706040,,Thursday,Transfer,SCRP,Cat,Female,Intact,730,Domestic Shorthair Mix,Brown Tabby/White
A709091,Nina,Friday,Return_to_owner,,Dog,Female,Intact,365,Dachshund Mix,Brown
A590767,Hercules,Wednesday,Return_to_owner,,Dog,Male,Neutered,1460,Chihuahua Shorthair,Tan/White
A669170,Calderono,Sunday,Adoption,,Dog,Male,Neutered,2555,Chihuahua Shorthair Mix,Tricolor
A707771,,Friday,Adoption,,Dog,Female,Spayed,730,English Bulldog Mix,White
A669591,,Saturday,Transfer,SCRP,Cat,Male,Intact,365,Domestic Shorthair Mix,Black/White
A685761,,Wednesday,Euthanasia,Aggressive,Dog,Female,Intact,365,Pit Bull Mix,Brown
A719363,Cherry,Sunday,Adoption,,Dog,Female,Spayed,155,Pointer Mix,White
A670696,Pepper,Saturday,Transfer,Partner,Cat,Male,Neutered,1095,Domestic Shorthair Mix,White
A710091,Gabriel,Saturday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,White/Brown Tabby
A664039,,Monday,Transfer,Partner,Dog,Male,Neutered,124,Labrador Retriever Mix,Yellow
A691642,,Friday,Transfer,Partner,Cat,Male,Intact,28,Domestic Shorthair Mix,Black
A682116,Dobie,Saturday,Transfer,Partner,Dog,Male,Intact,62,Doberman Pinsch,Black/Brown Brindle
A682583,Dallas,Friday,Adoption,,Dog,Male,Neutered,730,Siberian Husky Mix,Black/White
A699505,Chico,Monday,Adoption,,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,Tan
A719452,Franklin,Monday,Transfer,Partner,Dog,Male,Neutered,1825,Pomeranian,Black/White
A645779,Shadow,Wednesday,Transfer,Partner,Cat,Female,Spayed,3650,Domestic Shorthair Mix,Tortie
A701316,Luna,Monday,Return_to_owner,,Dog,Female,Spayed,1460,Pug,Black
A659563,Mimi,Wednesday,Adoption,,Dog,Female,Spayed,730,Dachshund Mix,Black/White
A697860,Luigi,Tuesday,Return_to_owner,,Dog,Male,Neutered,730,German Shepherd Mix,Black/Brown
A716375,Kelley,Tuesday,Adoption,Foster,Dog,Male,Neutered,62,German Shepherd Mix,Brown/White
A671995,Lilly,Sunday,Adoption,,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,Tan/White
A701077,Krane,Sunday,Return_to_owner,,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,Tan
A318500,Tiger,Wednesday,Return_to_owner,,Dog,Male,Neutered,4745,German Shepherd Mix,Tan
A718514,Tazz,Sunday,Adoption,,Cat,Male,Neutered,93,Domestic Shorthair Mix,Cream Tabby/White
A704448,Lucille,Saturday,Adoption,Foster,Cat,Female,Spayed,62,Domestic Shorthair Mix,Torbie
A552798,Phil,Monday,Adoption,,Dog,Male,Neutered,2555,Pbgv,Brown/Black
A688769,,Wednesday,Transfer,SCRP,Cat,Male,Intact,186,Domestic Shorthair Mix,Orange Tabby
A678909,Alpha,Friday,Transfer,Partner,Dog,Male,Neutered,1095,Pit Bull Mix,Blue/White
A689319,Anabele,Monday,Adoption,,Dog,Female,Spayed,124,Italian Greyhound Mix,Blue/White
A668245,Charlie,Thursday,Adoption,,Dog,Male,Neutered,730,German Shepherd,Black/Brown
A713717,Beau,Thursday,Transfer,Partner,Dog,Male,Intact,730,Lhasa Apso,Cream/Black
A691224,,Saturday,Transfer,SCRP,Cat,Male,Intact,93,Domestic Shorthair Mix,Black/White
A667882,Bella,Monday,Return_to_owner,,Dog,Female,Spayed,730,German Shepherd Mix,Black/Tan
A663569,Franklin,Sunday,Adoption,Foster,Dog,Male,Neutered,365,Shetland Sheepdog/Chihuahua Longhair,Tan/White
A690638,Autumn,Friday,Adoption,Foster,Dog,Female,Spayed,1460,Pointer/Harrier,Chocolate/White
A656065,Kane,Wednesday,Return_to_owner,,Dog,Male,Neutered,730,Pit Bull Mix,White/Brown
A720651,,Thursday,Adoption,,Dog,Female,Spayed,62,German Shepherd Mix,Black/Brown
A698975,Millie,Sunday,Return_to_owner,,Cat,Female,Spayed,310,Domestic Shorthair Mix,Calico
A664548,Katniss,Sunday,Transfer,Partner,Cat,Female,Intact,186,Domestic Medium Hair Mix,Tortie
A683059,Sparky,Sunday,Transfer,Partner,Dog,Male,Intact,186,Labrador Retriever/Australian Cattle Dog,Black/Brown
A691020,,Wednesday,Euthanasia,Rabies Risk,Cat,Unknown,Unknown,124,Domestic Medium Hair Mix,Brown Tabby
A671877,Kinda,Friday,Euthanasia,Medical,Dog,Female,Intact,2190,Border Collie Mix,Gray/Black
A696793,Sadie,Saturday,Adoption,,Dog,Female,Spayed,155,Pit Bull Mix,Brown Brindle/White
A665723,,Tuesday,Died,,Dog,Female,Intact,730,Golden Retriever/Standard Poodle,Buff
A595993,Pluto,Friday,Return_to_owner,,Dog,Male,Neutered,1095,Pit Bull/Rhod Ridgeback,Red/White
A718506,Hatch,Monday,Return_to_owner,,Dog,Female,Spayed,5110,Yorkshire Terrier Mix,Tan
A696513,Cinnimon,Friday,Transfer,Partner,Dog,Female,Intact,730,Pit Bull Mix,Fawn/White
A683751,Dogtor Roxo,Monday,Transfer,Partner,Dog,Male,Neutered,365,Black/Tan Hound Mix,Black/Brown
A701092,Albright,Wednesday,Adoption,,Dog,Male,Neutered,2920,American Eskimo/Border Collie,Black/White
A672112,Buttons,Tuesday,Return_to_owner,,Dog,Female,Spayed,2555,Boxer Mix,Brown/White
A703833,,Friday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Brown Tabby/White
A679958,,Friday,Transfer,SCRP,Cat,Female,Intact,730,Domestic Shorthair Mix,Tortie
A679449,,Wednesday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Orange Tabby
A668799,,Wednesday,Adoption,Foster,Dog,Female,Spayed,31,Border Collie/Labrador Retriever,Black/White
A707890,,Saturday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Brown Tabby
A668864,Rigbee,Monday,Adoption,,Dog,Male,Neutered,1095,Australian Shepherd/Labrador Retriever,Black/White
A711156,Fergie,Sunday,Return_to_owner,,Dog,Female,Spayed,1095,French Bulldog/Miniature Schnauzer,Cream/Black
A704883,,Thursday,Transfer,Partner,Cat,Female,Intact,31,Siamese Mix,Seal Point
A708377,Bullet,Friday,Adoption,,Dog,Male,Neutered,31,Labrador Retriever Mix,Black/Black Brindle
A687890,Haven,Sunday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Brown Tabby/White
A678162,,Monday,Transfer,Partner,Cat,Unknown,Unknown,3,Domestic Shorthair Mix,Brown Tabby/White
A682062,,Tuesday,Euthanasia,Suffering,Dog,Male,Neutered,4745,Chihuahua Shorthair Mix,Tan/Buff
A689825,Kitty,Tuesday,Return_to_owner,,Cat,Female,Spayed,365,Domestic Shorthair Mix,White/Black
A716000,,Monday,Transfer,SCRP,Cat,Unknown,Unknown,1095,Domestic Shorthair Mix,Brown Tabby
A711462,Ballou,Sunday,Adoption,,Dog,Male,Neutered,341,Australian Cattle Dog Mix,Blue Tick/Black
A678222,Sherlock,Saturday,Adoption,,Dog,Male,Neutered,62,Pointer Mix,White/Brown
A643323,Bruce,Friday,Transfer,Partner,Dog,Male,Neutered,1095,Pit Bull Mix,Tan
A683653,Rebel,Friday,Adoption,,Dog,Male,Neutered,248,Labrador Retriever Mix,Black/White
A690251,,Thursday,Transfer,Partner,Cat,Female,Intact,21,Domestic Shorthair Mix,Orange Tabby
A669733,,Wednesday,Adoption,Foster,Dog,Male,Neutered,62,Dachshund/Chihuahua Shorthair,Black/White
A670715,Jax,Thursday,Return_to_owner,,Dog,Male,Neutered,2190,Labrador Retriever Mix,Black/White
A709197,Winnie,Thursday,Adoption,,Dog,Female,Spayed,62,Chihuahua Shorthair/Pomeranian,White
A705792,Linus,Wednesday,Transfer,Partner,Cat,Male,Intact,21,Domestic Shorthair Mix,Black/White
A691877,Rascal,Friday,Adoption,,Dog,Male,Neutered,365,Miniature Pinscher Mix,Red
A707337,Benzo,Monday,Transfer,Partner,Dog,Male,Intact,62,Labrador Retriever Mix,Black/White
A682139,Billie,Thursday,Return_to_owner,,Dog,Female,Spayed,3650,Labrador Retriever Mix,Yellow
A694210,,Tuesday,Euthanasia,Suffering,Cat,Male,Intact,730,Domestic Shorthair Mix,Black
A721067,Louie,Sunday,Return_to_owner,,Dog,Male,Neutered,3650,Pekingese/Dachshund,Brown Brindle/White
A671174,Blaze,Saturday,Adoption,,Cat,Male,Neutered,1095,Domestic Shorthair Mix,Brown Tabby
A699780,,Thursday,Transfer,Partner,Dog,Female,Spayed,730,Shih Tzu Mix,Black
A678480,,Friday,Transfer,Partner,Cat,Female,Intact,7,Domestic Shorthair Mix,Black
A678026,,Saturday,Transfer,Partner,Cat,Female,Intact,28,Domestic Shorthair Mix,Brown Tabby
A695634,,Monday,Adoption,Foster,Dog,Male,Neutered,31,Border Collie Mix,Black/White
