animalid,name,datetime,holiday,outcometype,outcomesubtype,animaltype,sex,castration,agegroup,breed,color
A679920,,Wednesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A713173,,Sunday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Longhair Mix,Tortie
A690550,Oreo,Saturday,False,Transfer,Partner,Cat,Female,Intact,adult,Domestic Shorthair Mix,Black/White
A687076,Katy,Friday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Torbie
A683331,,Monday,False,Transfer,Partner,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Blue Tabby
A678331,,Thursday,False,Transfer,Partner,Dog,Male,Neutered,adult,Miniature Schnauzer Mix,Chocolate
A688352,Brody,Thursday,False,Adoption,,Dog,Male,Neutered,aging_dog,Parson Russell Terrier Mix,White/Brown Brindle
A696451,,Thursday,False,Euthanasia,Suffering,Dog,Male,Intact,adult,Chihuahua Shorthair Mix,Brown
A714525,Prancer,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Golden Retriever Mix,Brown
A667662,Tucker,Monday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Maltese/Papillon,White/Black
A665203,Afton,Monday,False,Transfer,Partner,Dog,Female,Spayed,aging_dog,Shih Tzu/Affenpinscher,Black/White
A691546,Kings,Friday,False,Transfer,Partner,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black
A712237,Donna,Friday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A597131,Austin,Sunday,False,Adoption,,Dog,Male,Neutered,aging_dog,Bluetick Hound Mix,Brown Merle/White
A716974,,Thursday,False,Transfer,SCRP,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Black
A675874,,Monday,False,Adoption,,Dog,Male,Neutered,puppy,Beagle Mix,Tricolor
A695130,Jack,Sunday,False,Adoption,,Dog,Male,Neutered,aging_dog,Yorkshire Terrier Mix,Black/Tan
A707723,Bailey,Wednesday,False,Adoption,,Dog,Female,Spayed,aging_dog,Golden Retriever Mix,Yellow
A719220,Henly,Wednesday,False,Adoption,,Dog,Female,Spayed,adult,Yorkshire Terrier Mix,Black/Brown
A620378,Chase,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Australian Kelpie Mix,Black/White
A707411,Daisy,Saturday,False,Adoption,,Dog,Female,Spayed,aging_dog,Australian Shepherd Mix,White/Brown
A706457,Harvard,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Blue
A666753,Leia,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Miniature Schnauzer/Miniature Poodle,Black/White
A686100,,Wednesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Calico
A674253,,Saturday,False,Transfer,Partner,Dog,Male,Neutered,adult,Boston Terrier Mix,Brown Brindle/White
A688285,Princess,Sunday,False,Adoption,,Dog,Female,Spayed,puppy,Chihuahua Shorthair Mix,Brown/Black
A686689,Macey,Thursday,False,Transfer,Partner,Dog,Female,Intact,puppy,Dachshund,Red
A674101,Percy,Saturday,False,Transfer,Partner,Dog,Male,Neutered,adult,Beagle Mix,Tricolor
A683780,Phoebe,Thursday,False,Transfer,Partner,Dog,Female,Intact,aging_dog,Labrador Retriever Mix,Yellow
A668866,Gordo,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Labrador Retriever Mix,Tan
A667632,Prissies,Friday,False,Return_to_owner,,Dog,Male,Neutered,adult,Miniature Poodle Mix,Black/White
A683739,Mindy,Friday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Calico
A689637,Jewel,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,adult,Miniature Pinscher Mix,Black/Brown
A700654,Butch,Monday,False,Adoption,,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,Brown/Tricolor
A682302,,Thursday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby/White
A696011,Cee Cee,Sunday,False,Transfer,Partner,Dog,Female,Intact,puppy,Australian Cattle Dog/German Shepherd,Tricolor
A714057,Princess,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,White/Tan
A631764,Daisy,Thursday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Jack Russell Terrier Mix,Tricolor
A693712,Missy,Friday,False,Transfer,Partner,Cat,Female,Spayed,senior,Domestic Shorthair Mix,Brown Tabby/White
A713600,Koda,Friday,False,Euthanasia,Suffering,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Brown Tabby
A714001,Jimmy,Tuesday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A695328,Mogwai,Saturday,False,Adoption,Foster,Dog,Male,Neutered,adult,Schipperke Mix,Black/White
A605315,Max,Saturday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,American Pit Bull Terrier,Black/White
A713123,Marie,Tuesday,False,Adoption,,Dog,Female,Spayed,puppy,Beagle Mix,Brown/White
A672146,Red,Sunday,False,Adoption,,Dog,Male,Neutered,aging_dog,Pit Bull Mix,Red/White
A629484,Honey,Thursday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Labrador Retriever Mix,Tan/White
A687480,Cricket,Monday,False,Transfer,Partner,Dog,Female,Spayed,adult,Flat Coat Retriever Mix,Black
A673494,,Friday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Tortie/White
A718109,Azul,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,,Australian Cattle Dog Mix,Blue Merle
A691652,Marmalade,Wednesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Longhair Mix,Orange Tabby/White
A713951,Clark,Tuesday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby/White
A688081,Alvin,Saturday,False,Adoption,,Dog,Male,Neutered,adult,German Shepherd Mix,Tan/Black
A714157,Sophie,Wednesday,False,Return_to_owner,,Dog,Female,Spayed,,American Foxhound Mix,Tricolor
A708094,Einstein,Wednesday,False,Adoption,,Cat,Male,Neutered,adult,Domestic Medium Hair Mix,Brown Tabby/White
A688671,Dobby,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,puppy,Labrador Retriever Mix,Black/White
A687782,Chicago,Friday,False,Return_to_owner,,Dog,Male,Neutered,adult,Pit Bull Mix,Blue/White
A676934,,Thursday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black Tabby
A666343,Moose,Thursday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Blue/White
A666813,Tj,Friday,False,Transfer,Partner,Cat,Female,Spayed,kitten,Siamese/Domestic Shorthair,Black
A689100,Princess,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Chihuahua Longhair Mix,Black/White
A701878,Barbie,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,adult,Labrador Retriever Mix,Black/Brown
A710159,Beau,Monday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Black/White
A686415,Kobi,Thursday,False,Euthanasia,Behavior,Dog,Male,Intact,adult,Flat Coat Retriever Mix,Black/White
A670704,Chris,Monday,True,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby
A715355,,Thursday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A698477,Spike,Friday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Black/White
A688964,Linus,Monday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A717418,Ozzie,Friday,False,Return_to_owner,,Dog,Male,Intact,,Pit Bull Mix,Blue/White
A695342,Jacki,Saturday,False,Adoption,,Dog,Female,Spayed,puppy,Australian Shepherd/Chihuahua Shorthair,Black/Tan
A714198,Andre,Tuesday,False,Euthanasia,Suffering,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Brown Tabby
A704080,,Monday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Cream
A704205,,Tuesday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Orange/White
A664545,Crimson,Wednesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby
A676309,Snickers,Friday,False,Transfer,Partner,Dog,Male,Intact,,Labrador Retriever Mix,Brown
A703363,Helen,Wednesday,False,Adoption,,Cat,Female,Spayed,kitten,Siamese Mix,Lynx Point
A715516,,Saturday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A688004,Milly,Tuesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Orange Tabby
A700097,Goliath,Saturday,False,Adoption,,Dog,Male,Neutered,adult,Labrador Retriever/Boxer,Tan/White
A665744,Lulu,Sunday,False,Adoption,Foster,Dog,Female,Spayed,puppy,Boxer Mix,Fawn/White
A717572,Parsnip,Tuesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Medium Hair/Siamese,Lynx Point
A704686,Lonna,Tuesday,False,Transfer,Partner,Dog,Female,Spayed,aging_dog,Labrador Retriever Mix,Brown/White
A664362,Cowboy,Saturday,False,Adoption,,Dog,Male,Neutered,aging_dog,Rottweiler,Black/Brown
A720481,Achilles,Monday,True,Transfer,Partner,Dog,Male,Intact,adult,Border Collie Mix,Black
A674999,,Tuesday,False,Adoption,,Dog,Male,Neutered,adult,Cardigan Welsh Corgi Mix,Tan/White
A716135,Sadie,Tuesday,False,Transfer,Partner,Dog,Female,Intact,aging_dog,Redbone Hound Mix,Red
A703607,,Thursday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Blue
A697734,,Tuesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Calico
A664468,Jesse,Tuesday,False,Adoption,Foster,Dog,Male,Neutered,adult,Chesa Bay Retr Mix,Tan/White
A701629,,Saturday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A696807,Hercules,Monday,True,Adoption,,Dog,Male,Neutered,puppy,German Shepherd Mix,Tricolor
A710879,Handsom,Friday,False,Transfer,Partner,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Brown Tabby
A695907,Bella,Monday,False,Adoption,,Dog,Female,Spayed,puppy,Border Collie Mix,Tricolor
A720652,,Tuesday,False,Transfer,SCRP,Cat,Male,Intact,,Domestic Shorthair Mix,Blue
A696407,Fiona,Thursday,False,Adoption,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Tricolor
A663180,Rocky,Wednesday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby
A703330,Sonic,Friday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Pomeranian Mix,Red
A711051,,Tuesday,False,Transfer,Partner,Cat,Female,Intact,adult,Domestic Shorthair Mix,Tortie
A649802,Fat Boy,Monday,True,Return_to_owner,,Dog,Male,Intact,adult,Rottweiler,Black/Tan
A719119,Ginger,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Australian Kelpie Mix,Black/Tan
A691650,Goldielux,Saturday,False,Return_to_owner,,Dog,Female,Spayed,,Siberian Husky Mix,Tricolor
A712990,Hanna,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Silver Tabby/White
A686978,,Saturday,False,Transfer,SCRP,Cat,Male,Intact,kitten,Siamese Mix,Seal Point
A719570,Jimmy,Sunday,False,Transfer,Partner,Dog,Male,Neutered,adult,Pit Bull Mix,Blue/White
A709196,,Thursday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black
A666425,Leyla,Monday,True,Return_to_owner,,Dog,Female,Spayed,adult,Border Collie/Labrador Retriever,Chocolate
A679782,Sunshine,Wednesday,False,Transfer,Partner,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Blue Tabby
A702462,Pinta,Saturday,False,Return_to_owner,,Dog,Female,Spayed,adult,Australian Shepherd Mix,White/Tan
A674550,Chico,Thursday,False,Euthanasia,Rabies Risk,Dog,Male,Neutered,adult,American Bulldog/Pit Bull,White/Black
A666641,,Friday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Medium Hair Mix,Torbie
A680548,Calamari,Sunday,False,Adoption,,Dog,Male,Neutered,puppy,Great Pyrenees Mix,White
A711593,Ryland,Monday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Orange Tabby
A670992,,Sunday,False,Transfer,SCRP,Cat,Unknown,Unknown,adult,Domestic Shorthair Mix,Black
A684496,Rosie,Wednesday,False,Adoption,,Dog,Female,Spayed,adult,Labrador Retriever Mix,Black/White
A718177,Charlie Roge,Wednesday,False,Return_to_owner,,Dog,Male,Neutered,adult,Border Collie Mix,Black
A698647,Shadow,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Miniature Pinscher Mix,Black/Brown
A615391,Molly,Friday,False,Return_to_owner,,Dog,Female,Spayed,adult,German Shepherd Mix,Black/Tan
A668501,Petey,Monday,False,Adoption,,Dog,Male,Neutered,adult,Miniature Poodle Mix,White
A664499,,Tuesday,False,Transfer,Partner,Dog,Female,Intact,adult,Australian Cattle Dog Mix,Tricolor
A704568,Maggie,Monday,False,Adoption,,Dog,Female,Spayed,aging_dog,Labrador Retriever Mix,Tan
A688459,,Wednesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A674024,Gertrude,Friday,False,Adoption,Foster,Dog,Female,Spayed,puppy,Chihuahua Longhair Mix,Cream
A666242,Jazz,Monday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A698668,Roxy,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,adult,Australian Cattle Dog/Dachshund,Tricolor/Blue Merle
A693165,Fern,Thursday,False,Euthanasia,Suffering,Dog,Female,Spayed,,Jack Russell Terrier Mix,White/Brown
A674348,,Thursday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Calico
A670174,Otto,Wednesday,False,Died,In Surgery,Dog,Male,Neutered,adult,Pit Bull Mix,Tan/White
A516259,Coco,Monday,False,Adoption,,Dog,Female,Spayed,,Pit Bull,Black/White
A686836,Bishop,Sunday,False,Transfer,Partner,Dog,Male,Intact,aging_dog,Pit Bull Mix,White/Brown Brindle
A710310,Mindy,Monday,False,Transfer,Partner,Dog,Female,Spayed,adult,Labrador Retriever Mix,Buff
A692163,Maggie,Wednesday,False,Adoption,,Dog,Female,Spayed,adult,Border Terrier Mix,Brown
A670095,Chinook,Monday,True,Transfer,Partner,Dog,Male,Neutered,aging_dog,German Shepherd/Alaskan Malamute,White
A710174,Hendrix,Saturday,False,Return_to_owner,,Dog,Male,Neutered,,Boston Terrier Mix,Black Brindle/White
A718744,Bully,Wednesday,False,Return_to_owner,,Dog,Male,Intact,adult,Rottweiler Mix,Black/Tan
A678166,Rango,Monday,True,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Tan/White
A663864,Bella,Tuesday,False,Return_to_owner,,Dog,Female,Spayed,adult,American Bulldog Mix,White/Brown
A678890,Meera,Tuesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Tortie/White
A706207,Jake,Sunday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Yellow
A685092,,Saturday,False,Euthanasia,Suffering,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Gray/White
A690707,Bobby,Saturday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby/White
A703467,,Monday,True,Euthanasia,Suffering,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Cream Tabby
A666163,,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A711417,Chavez,Thursday,False,Adoption,,Cat,Male,Neutered,senior,Domestic Shorthair Mix,Blue/White
A700901,Austin,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,,Lhasa Apso Mix,White/Brown
A677589,,Saturday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Brown Tabby
A711362,Oscar,Wednesday,True,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby/White
A707013,Mo,Thursday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Border Collie,Black/White
A689623,Jewel,Saturday,False,Adoption,,Dog,Female,Spayed,aging_dog,Pit Bull Mix,Tan/White
A692247,King,Thursday,False,Transfer,Partner,Dog,Male,Neutered,adult,Plott Hound/Labrador Retriever,Brown Brindle/White
A683752,,Tuesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Gray/White
A692911,Lincoln,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Australian Shepherd Mix,Brown Merle
A698851,,Saturday,False,Adoption,,Dog,Female,Spayed,aging_dog,Chihuahua Shorthair Mix,Black/Tan
A664473,Arthur,Friday,False,Transfer,Partner,Cat,Male,Neutered,senior,Domestic Shorthair Mix,Orange Tabby
A701695,,Thursday,False,Adoption,,Dog,Male,Neutered,puppy,Pit Bull Mix,Chocolate/White
A667079,Simon,Thursday,False,Transfer,Partner,Dog,Male,Neutered,,Chihuahua Shorthair Mix,Chocolate/White
A684660,,Sunday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Torbie
A707626,Joshua,Monday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Blue/White
A681306,Rosie,Saturday,False,Adoption,,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Black
A681921,Ben,Friday,True,Transfer,Partner,Dog,Male,Neutered,puppy,Labrador Retriever/Pit Bull,Brown Brindle/White
A666980,Donald,Monday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A355753,Elijah,Wednesday,False,Return_to_owner,,Dog,Male,Neutered,,Beagle Mix,Tricolor
A710726,Zara,Saturday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Torbie
A685102,,Sunday,False,Transfer,SCRP,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Black/White
A588789,Austin,Sunday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Border Collie Mix,Chocolate/White
A637358,Achilles,Saturday,False,Adoption,,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Brown Tabby
A692478,Teddy,Tuesday,False,Adoption,Foster,Dog,Male,Neutered,aging_dog,Pit Bull Mix,Fawn
A714167,,Tuesday,False,Transfer,SCRP,Cat,Unknown,Unknown,adult,Domestic Shorthair Mix,Blue/White
A700246,,Saturday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Calico
A677843,Feather,Sunday,False,Transfer,Partner,Dog,Female,Intact,adult,Siberian Husky Mix,White/Tan
A666626,,Saturday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Calico
A681479,,Sunday,False,Transfer,Partner,Dog,Male,Intact,puppy,Plott Hound/Labrador Retriever,Tricolor
A705682,,Monday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Chocolate
A677593,,Saturday,False,Transfer,Partner,Dog,Female,Intact,puppy,Labrador Retriever Mix,Black
A715071,Major,Monday,False,Return_to_owner,,Dog,Male,Intact,puppy,Pit Bull Mix,Blue/Tan
A666749,Lucy,Saturday,False,Adoption,,Dog,Female,Spayed,puppy,Dachshund Mix,White/Red Merle
A632814,King,Saturday,False,Euthanasia,Aggressive,Dog,Male,Neutered,aging_dog,Pit Bull,White/Black
A688885,Izzy,Tuesday,False,Transfer,Partner,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Black/White
A700631,Chula,Friday,False,Transfer,Partner,Dog,Unknown,Unknown,puppy,Pit Bull Mix,Brown Brindle
A695798,Jim,Friday,False,Euthanasia,Suffering,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange
A652030,Billy Bob,Friday,False,Transfer,Partner,Dog,Male,Neutered,adult,Labrador Retriever Mix,Black/White
A705062,,Sunday,False,Transfer,Partner,Dog,Male,Intact,adult,Pit Bull Mix,Brown/White
A718626,Black,Tuesday,False,Transfer,Partner,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Black
A718906,Sponge,Wednesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby/White
A705997,Nickel,Friday,True,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Blue
A698158,Millie,Tuesday,False,Adoption,,Dog,Female,Spayed,puppy,Plott Hound Mix,Brown Brindle/White
A700747,,Monday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A670697,Rj,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Papillon Mix,Tan/White
A704998,Daisy,Sunday,False,Return_to_owner,,Dog,Female,Spayed,adult,Anatol Shepherd Mix,Tan
A692238,Sophia,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair,Tortie
A700694,Ashes,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Blue Tabby
A512158,Jade,Thursday,False,Adoption,,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Blue Cream/Tortie
A704517,Carolina,Tuesday,False,Adoption,,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Tortie/White
A686635,Maria,Friday,False,Adoption,,Dog,Female,Spayed,adult,Pit Bull Mix,Fawn
A676951,,Friday,False,Transfer,SCRP,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Black/White
A665414,Cactus,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Australian Cattle Dog/German Shepherd,Blue Merle/Brown
A694575,Crayon,Saturday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Medium Hair Mix,Calico
A669108,,Saturday,False,Adoption,,Dog,Male,Neutered,aging_dog,Toy Poodle Mix,White
A692635,,Friday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Golden Retriever Mix,Red
A478560,Yarndi,Sunday,False,Return_to_owner,,Dog,Female,Spayed,,Australian Cattle Dog Mix,Blue Tick/Brown
A711310,,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Miniature Schnauzer Mix,Gray/White
A698903,Windu,Monday,False,Adoption,,Dog,Male,Neutered,puppy,Chihuahua Shorthair/Cavalier Span,Brown/White
A683908,Carrie,Sunday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Blue Tabby
A666071,June,Wednesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A664635,Annie,Thursday,False,Transfer,Partner,Dog,Female,Intact,adult,Shih Tzu,Sable
A666608,Nina,Wednesday,False,Return_to_owner,,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Calico
A698840,Serrano,Friday,False,Died,In Foster,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Cream Tabby
A676946,Parker,Thursday,False,Transfer,Partner,Dog,Male,Neutered,adult,Siberian Husky/Beagle,White/Tan
A685040,Bolt,Thursday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Australian Cattle Dog Mix,White/Black
A691219,Polly,Friday,False,Transfer,Partner,Dog,Female,Spayed,adult,American Bulldog Mix,White/Blue
A712848,Miles,Wednesday,False,Transfer,Partner,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
